restaurant_name,name,rating,review,items_ordered,purchase_date,user_since
R**** A**,5.0,"Cabe mahal ya, pesen level 8 kek pesen level 1 😭😭😭😭, mengsedih",Mie Iblis lv 1 - Mie Iblis lv 3 - Mie Iblis lv 8 - Udang Keju - Udang Rambutan,10 July 2022,Gojek user since 6 February 2022
T******,3.0,"Cabenya ditutup ga rapat, jadi terceceran",Mie Iblis lv 0 - Pangsit - Mie Iblis lv 4,10 May 2022,Gojek user since 27 August 2018
R***,5.0,Canggih yg bikin resep 👍🏻✨,Siomay Ayam - Mie Setan LV 2 - Udang Rambutan - Mie Angel Super,13 July 2020,Gojek user since 27 January 2017
K***,3.0,Ceker nya yg aku pesen seperti ga fresh,Ceker Ayam - Mie Iblis Lv 3 - Es Tuyul,11 August 2020,Gojek user since 11 May 2020
N**** A*****,3.0,Cekernya basi hikssss,Ceker Ayam - Udang Keju - Mie Iblis Lv 3,25 July 2020,Gojek user since 18 November 2016
Y*** E** N,5.0,Chef jgn terlalu nyunyut,Udang Keju - Mie Setan LV 2 - Thai Green Tea,5 December 2020,Gojek user since 1 October 2020
N**** G* S******,5.0,Comfort food akuuuhhh 🫶🏻✨ Order mi hompimpa level 1 + lumpia udang + lemon tea for better life y’all!,Mie Hompimpa lv 1 - Lumpia Udang - Lemon Tea,4 March 2023,Gojek user since 1 October 2021
arozy,5.0,"Cukup satu kata, maknyus! Pantes populer cuy. Datang kondisi panas pula. Kudu langsung dibuka, soalnya basah karena uap panas. Udang kejunya enak, recomended! Aku setuju ama youtuber yg kasih saran, menu baru, mie dengan toping extra banyak harga lebih mahal. ""Serpihan-serpihan"" di atas mie nya itu enak cuy.",Mie Gacoan lv 4 - Udang Keju - Udang Rambutan - Lumpia Udang,3 July 2024,Gojek user since 10 October 2017
A****,4.0,Cuma agak beda bungkusnya sama yg di jakarta,Mie Hompimpa lv 3 - Mie Gacoan lv 1 - Mie Gacoan lv 2,10 May 2023,Gojek user since 13 May 2019
M**,4.0,Cuma level 2 rasanya kayak level 4 sedangkan level 4 rasanya kayak level 2,Siomay Ayam - Es Genderuwo - Mie Iblis Lv 4 - Pangsit Goreng,10 January 2021,Gojek user since 8 July 2020
nanang,3.0,"DI LUAR NALAR COY GA D KASIH SUMPIT , MANTAP PENGALAMAN BARU MAKAN MIE GAPAKE ALAT MAKAN",Mie Iblis lv 3 - Udang Keju - Orange,8 September 2022,Gojek user since 7 April 2019
Anggy Fian Febrianty,3.0,Dimsum nya (udang keju dan lumpia udang) ga dapet saus,Udang Keju - Mie Iblis lv 6 - Lumpia Udang,25 May 2022,Gojek user since 13 August 2019
R*** D***,5.0,Dimsumnya juara banget,Udang Rambutan - Udang Keju - Siomay Ayam - Pangsit Goreng - Lumpia Udang,3 July 2021,Gojek user since 1 August 2016
A****** R****,3.0,Dingin dan saos cuman di kasih 1 padahal biasanya di kasih 2,Mie Setan lv 1 - Udang Rambutan - Mie Setan lv 2 - Udang Keju,5 November 2021,Gojek user since 23 October 2019
Muchsin Maulana,5.0,Drivernya bagus,Mie Gacoan lv 3 - Siomay,3 March 2023,Gojek user since 27 April 2022
Erick,5.0,EANAK UDANG KEJUNYA TIDAK TERLALU KERING,Udang Keju - Pangsit Goreng - Siomay,14 March 2024,Gojek user since 24 March 2018
A**** V****,5.0,"ENAK BANGET, pedesnya beuh, terus pangsitnya WUENAK REK",Mie Setan lv 3 - Mie Setan lv 2,1 February 2022,Gojek user since 17 January 2020
B***,5.0,ENAK BGT UDANG KEJUNYA GAPAHAM LAGI,Mie Iblis Lv 1 - Udang Keju - Mie Setan LV 2 - Lumpia Udang,8 June 2021,Gojek user since 14 April 2016
maulidia ana,5.0,ENAK BNGT SELALU JDI LANGGANAN 💗💗,Mie Setan lv 3,17 May 2022,Gojek user since 1 June 2021
C*******,5.0,ENAK ENAK ENAK!!!!✨💣✨🔥,Udang Rambutan - Udang Keju - Mie Iblis Lv 3,29 November 2020,Gojek user since 22 September 2018
S****,5.0,ENAK TAPI NYIKSAAAA HAHAHA,Mie Iblis Lv 3,6 May 2021,Gojek user since 7 March 2021
trifosa,5.0,ENAKKKKK BANGETTT PLLSSS!!!,MIE GACOAN - MIE GACOAN - UDANG KEJU,25 January 2026,Gojek user since 9 July 2024
,5.0,ENAKKKKK BANGETTT PLLSSS!!!,,,
Antiek,5.0,"Eh, nama2 menunya udah diganti, jd lucuk no syerem👏👏👏😁 Semoga bisa segera mendapatkan sertif halal MUI seperti yg diinginkan😊🙏🏻",Es Teklek - Mie Gacoan lv 1 - Udang Keju,1 February 2023,Gojek user since 29 December 2017
V*****,5.0,"Enaakk bgt kak, duh udah lama ga makan gacoan the bestt sih emang gacoan!!",Mie Gacoan lv 1,18 July 2024,Gojek user since 9 June 2024
kelvin,5.0,Enak & suka dengan rasanya,UDANG KEJU - UDANG RAMBUTAN,27 March 2025,Gojek user since 9 March 2024
T**** F***** W*****,5.0,Enak bangatssssss!,Udang Rambutan - Mie Iblis Lv 3 - Udang Keju - Siomay Ayam,27 April 2021,Gojek user since 1 September 2015
Yahya ahmad r,5.0,Enak banget asli,Mie Iblis lv 1 - Udang Keju - Mie Iblis lv 0 - Mie Iblis lv 3,26 January 2023,Gojek user since 18 November 2021
R***,5.0,Enak banget cmn packaging nya ga biasanya kya gacoan,Mie Iblis lv 3 - Pangsit,16 April 2022,Gojek user since 15 April 2022
S*****,5.0,"Enak banget mie nya, udang keju nya, lumpia udang, siomay nya semua enak 👍",MIE HOMPIMPA LEVEL 1 - MIE GACOAN LEVEL 1 - SIOMAY - UDANG KEJU - LUMPIA UDANG,31 July 2025,Gojek user since 21 September 2022
O*** B****,4.0,Enak banget mienya cuman kayaknya mienya tambah dikit terus yang level 0 agak sedikit pedas mungkin pas ngaduk pakai wadah yg sama,Mie Iblis lv 0 - Mie Iblis lv 1 - Tuyul - Lumpia Udang,13 November 2022,Gojek user since 19 September 2018
G****,5.0,Enak banget murah lagi,Mie Gacoan lv 1 - Mie Suit - Siomay - Mie Hompimpa lv 1 - Mie Gacoan lv 0,27 June 2023,Gojek user since 5 November 2018
Bellasatria,5.0,Enak banget porsi juga banyak,Mie Iblis lv 1 - Coklat,12 January 2022,Gojek user since 10 January 2022
niviariska,5.0,Enak banget rasanya,Mie Hompimpa lv 2 - Mie Hompimpa lv 3,22 March 2023,Gojek user since 20 November 2020
A* R******** M****,5.0,"Enak banget, rawr🤭",Mie Suit - Udang Keju,3 August 2023,Gojek user since 22 April 2021
E*** A*****,5.0,Enak bgt menu2 nya rekomen seh pokok nya,Mie Iblis Lv 1 - Mie Iblis Lv 4 - Udang Keju - Mie Iblis Lv 3 - Siomay Ayam - Udang Rambutan - Es Sundel Bolong,2 August 2021,Gojek user since 8 April 2021
B**** A*****,5.0,Enak bgt ternyataaa 🥰,Udang Rambutan - Mie Iblis Lv 3,14 August 2020,Gojek user since 2 April 2019
SEPTI DIFA,5.0,Enak bgt weehhhh🤩🤩,Mie Setan lv 2,26 April 2022,Gojek user since 6 December 2021
Deddy,5.0,Enak dan Murah,Mie Suit - Mie Gacoan lv 1 - Mie Gacoan lv 6 - Udang Keju - Pangsit - Lumpia Udang,14 March 2023,Gojek user since 8 January 2019
M***** T*,5.0,Enak deh pokoknya gatau lagi mau ngomong apa.,Mie Iblis lv 2,1 May 2022,Gojek user since 5 February 2022
L****,5.0,Enak koq 🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸🥸,Mie Gacoan lv 1 - Mie Gacoan lv 0,5 August 2023,Gojek user since 12 June 2015
Rima,5.0,Enak makanan nya,Udang Rambutan - Mie Iblis lv 0 - Thai Green Tea,24 December 2021,Gojek user since 16 May 2020
tytynhaqiqi,5.0,Enak murah nagih girih,Mie Iblis lv 1 - Mie Iblis lv 2 - Lumpia Udang,24 January 2023,Gojek user since 20 April 2017
Febrianto adi pratama,5.0,Enak poll pakek bngt,MIE GACOAN - MIE GACOAN LV 1 - UDANG KEJU - PANGSIT GORENG,26 February 2025,Gojek user since 14 May 2024
immaifi,5.0,Enak renak mantap,MIE GACOAN LEVEL 4 - MIE GACOAN LEVEL 8 - UDANG KEJU,12 July 2025,Gojek user since 19 August 2019
Aping Wijaya,5.0,Enak sekali rasanya,Mie Suit - Mie Hompimpa lv 2 - Lumpia Udang - Udang Keju - Es Sluku Bathok,22 March 2023,Gojek user since 17 May 2017
A** R****,3.0,Enak si tapi ga ada sayurnya hehehe,Mie Iblis lv 1 - Udang Keju - Lumpia Udang,3 March 2022,Gojek user since 6 March 2017
A***** N********,4.0,"Enak si, tapi tolong dong minyaknya jangan banyak2",Mie Iblis Lv 3 - Mie Angel Super,8 January 2021,Gojek user since 21 June 2017
D*** N** W********,5.0,Enak sih makanya rame antriannya 🥲,Udang Keju - Mie Setan lv 3 - Mie Iblis lv 8 - Udang Rambutan,31 December 2021,Gojek user since 18 September 2015
H******* S****,4.0,Enak tapi lama pasti disini nunggu nya,Mie Iblis Lv 3,16 March 2021,Gojek user since 30 April 2020
F******* A,5.0,"Enak udang keju lumer👍🏻, kapan yaa gacoan surabaya pakai kardus bukan pakai sterofom😁",Udang Keju - Udang Rambutan,6 July 2024,Gojek user since 28 March 2021
E***** D***,5.0,Enak weeiiiiii udang kejunya gede2 sukakkkkkkk,Mie Angel - Mie Iblis lv 3 - Mie Iblis lv 1 - Siomay - Udang Rambutan - Udang Keju,4 September 2022,Gojek user since 18 June 2017
A***** Q**,5.0,"Enak, fresh kebersihannya terjaga",Mie Hompimpa lv 3 - Mie Gacoan lv 2 - Udang Keju - Pangsit,30 May 2023,Gojek user since 16 May 2021
M****** S*******,5.0,"Enak, tapi lama",Mie Iblis Lv 3 - Mie Iblis Lv 6 - Es Sundel Bolong - Es Genderuwo - Udang Keju,7 October 2020,Gojek user since 31 August 2016
N***,5.0,Enak. udah gitu aja,Mie Gacoan lv 1 - Udang Keju - Pangsit - Lumpia Udang - Mie Gacoan lv 4,13 February 2023,Gojek user since 20 December 2017
A*****,5.0,"Enakenakenak...mengenyangkan, bikin keringetan😊👍🏻👍🏻",Mie Iblis lv 3 - Mie Iblis lv 1,24 March 2022,Gojek user since 29 December 2017
Z******,5.0,Enakk banget suka sm rasya nya luv deh,Mie Gacoan lv 0 - Mie Gacoan lv 1,30 July 2024,Gojek user since 25 August 2023
ABDULLAH HAKIKI,5.0,"Enakk legittt,,pedesnya gilaa🔥🔥🔥",Mie Iblis lv 1,7 August 2022,Gojek user since 20 August 2021
M*****,5.0,Enakkk sip sip sip,Mie Gacoan lv 8 - Udang Keju - Lumpia Udang - Thai Tea Ori - Mie Hompimpa lv 8 - Siomay - Es Sluku Bathok,15 June 2023,Gojek user since 12 June 2015
S***** S**** W*****,5.0,Enakkkkk banget. Juaraaaaak!,Siomay - Lumpia Udang - Mie Hompimpa lv 2,25 July 2023,Gojek user since 24 July 2016
.,5.0,Enakkkkk sekali rasa nya pengen gue borong🤗cma ngak enaknya bungkus ga ada motiv dan terlalu banyak minyak🙏🥰,Mie Setan Super Lv 1,31 May 2020,Gojek user since 31 May 2020
V*** N***,5.0,Enakkkkkkkkkkkkk yummy,MIE GACOAN LV 1 - SIOMAY AYAM,16 September 2024,Gojek user since 24 April 2019
Ima,5.0,"Endeuss, siiiiippppp",Mie Angel,25 August 2022,Gojek user since 7 September 2016
Rinanti Permatasari,5.0,Enduuuulita 😍😍😍,Mie Iblis lv 3 - Mie Iblis lv 0 - Mie Iblis lv 2 - Lumpia Udang,2 December 2021,Gojek user since 15 January 2016
Arief,2.0,"Es milo tumpah kamana²,baiknya plastik nya terpisah,jgn di satukan dgn makanan(wlpn minumannya sdh di ksih plastik sndri)",Mie Iblis lv 1 - Udang Keju - Milo - Teh,11 November 2022,Gojek user since 3 December 2017
Dicky,1.0,Estimasi waktu penyajian lewat lama,MIE GACOAN LV 1 - MIE GACOAN LV 3 - MIE GACOAN LV 4,2 September 2024,Gojek user since 25 December 2017
F******* P****,5.0,FAVORITE BGT DAH😭❤️,Mie Iblis Lv 8 - Mie Iblis Lv 6 - Udang Keju,6 January 2021,Gojek user since 16 July 2018
I*** A*****,5.0,Foam nya bolong kak 🥺,Udang Keju - Mie Iblis lv 0 - Siomay,21 January 2022,Gojek user since 10 March 2020
L***,5.0,GACOAN EMANG SLLU ENAK,Mie Gacoan lv 4 - Udang Keju - Es Teklek,25 March 2023,Gojek user since 5 May 2022
Bunga,5.0,GACOAN ENAK POLL mau nambah tapi sayang sama duit😞,Mie Angel - Mie Setan lv 2 - Genderuwo,13 August 2022,Gojek user since 14 May 2021
R****,5.0,GACOAN GAK PERNAH KECEWA IN KONSUMEN🥰🥰🥰🥰🥰😇😇,Mie Iblis lv 2,24 October 2022,Gojek user since 4 September 2022
ciaa,5.0,GACOAN KENAPA ENAK POL DAN GAPERNAH BOSEN HERAN BGT GUAAA 🥺🤍🤍,Mie Iblis lv 3 - Udang Keju,7 January 2023,Gojek user since 15 April 2020
S*******,1.0,"GK biasannya level 1 pedes bget,tolong kemasannya ditulis level n mnumanx apa",Es Tuyul - Mie Iblis Lv 3 - Es Genderuwo,27 September 2020,Gojek user since 1 March 2019
Gilbert Pungus,1.0,"Ga ada alat makan, minumannya tawar mohon lebih teliti lagi jujur sangat kecewa",Mie Iblis lv 0 - Lumpia Udang - Coklat,11 December 2022,Gojek user since 9 May 2018
E** S** I**** W******,2.0,Ga ada rada hambar baru kali ini aq beli ga da rasanya apa mereka lupa ngasih bumbunya,MIE GACOAN LEVEL 0 - MIE GACOAN LEVEL 3 - UDANG RAMBUTAN,7 September 2025,Gojek user since 12 February 2021
Axel,1.0,"Ga mateng, bumbunya ga kayak di Manyar.. tolong diperbaiki..",Mie Iblis lv 4,31 January 2022,Gojek user since 5 September 2019
Arumi Oktaviana,1.0,Ga ngerti ya nih mi gacoan kenapa kadang enak kadang engga ini mi nya ga ada manisnya sama sekali malah kayak asin pedas saos nya encer mie banyak kali minyak nya,Mie Iblis lv 8 - Udang Keju - Udang Rambutan - Lumpia Udang,24 October 2022,Gojek user since 9 October 2022
L********,2.0,"Gaada sayurnya gitu, daun bawangnya juga kurang hehe😊 Tapi rasanya mantapz",Mie Iblis Lv 6 - Thai Green Tea,18 August 2020,Gojek user since 31 March 2020
E*** S**** A*******,2.0,"Gabiasanya level 2 se pedes inii, kyk level 10 kyk nya ketuker, lain kali di pastikan lagi orderan orang..",Mie Gacoan lv 2 - Udang Rambutan,3 June 2023,Gojek user since 14 October 2021
S***** A*******,5.0,"Gacoan emg dabest sih, cm kekurangannya pelayanannya sgt lama karena orderannya yg selalu membludak tp termaafkan soalnya enak bgt😋😍",Mie Angel Super - Udang Keju - Es Genderuwo,13 August 2021,Gojek user since 30 August 2019
P**** S******,5.0,"Gacoan ini emang terbaik, gak ada obat, ketagihan terus",Mie Iblis Lv 2 - Mie Iblis Lv 1,23 July 2021,Gojek user since 23 December 2018
R**,2.0,"Gacoan kok alas tempat mie nya masih pake kertas aja? Itu bumbu nya menyerap ke kertas.. orang makan jadi nggak berasa bumbu nya.. makin kesini makin nggak se-enak dulu rasanya, nggak gurih.. nggak seimbang rasa.. antara manis, asin, gurih, dll.. ini kayak hambar.. kurang ada cita rasa nya.. kayak.. yaudah pedes aja gitu.. tolong dievaluasi kak cara pembuatan makanannya..",MIE GACOAN LV 3 - MIE GACOAN LV 4,18 September 2024,Gojek user since 7 May 2017
H**** F*****,4.0,Gacoan level 9 kurang cabenya,MIE GACOAN LV 9 - MIE GACOAN LV 1 - MIE GACOAN LV 3 - MIE GACOAN LV 2 - SIOMAY AYAM - UDANG KEJU - UDANG RAMBUTAN,23 January 2025,Gojek user since 19 June 2019
ika,5.0,Gacoan selalu di hati,Mie Iblis lv 1 - Udang Rambutan - Udang Keju - Lumpia Udang,29 October 2022,Gojek user since 17 November 2016
D**,5.0,Gacoan terbaiqqq 🤍🤍,MIE HOMPIMPA LV 4 - UDANG KEJU - SIOMAY AYAM - THAI TEA ORI,12 August 2024,Gojek user since 21 November 2022
K***,1.0,"Gacoannya gaenak hambar blassss, pedes tok.",MIE GACOAN - TEA - UDANG RAMBUTAN,6 January 2026,Gojek user since 29 December 2025
reski,2.0,"Gak ada sumpit, lumpia udangnya kececer dalam plastik padahal boxnya ketutup.. ada keripik-keripik kecil di lumpia udangnya yang harusnya gak ada.. gak ada sumpit..",Es Teklek - Lumpia Udang - Siomay,26 November 2023,Gojek user since 15 May 2016
J****** H***** L****** S*******,3.0,Gak dapet sumpit padahal belinya buat makan di kereta😭😭😭😭,Mie Gacoan lv 0 - Mie Gacoan lv 3 - Udang Keju - Udang Rambutan - Es Coklat,13 June 2024,Gojek user since 4 December 2015
Asri,3.0,Gak di kasih sumpit...pas di hotel lagi..terpaksa makan pakai tangan,Mie Gacoan lv 0 - Mie Gacoan lv 2 - Es Gobak Sodor,31 March 2023,Gojek user since 20 July 2022
Adam Pratama,5.0,Gcoan emang gaada obat. Mantap,Mie Gacoan lv 6 - Mie Hompimpa lv 1,29 April 2023,Gojek user since 3 August 2020
lisa,2.0,Gk kering hambar,Mie Setan lv 1,13 December 2022,Gojek user since 15 October 2015
G**** H*******,4.0,Good Food..Thank you,Mie Iblis Lv 1 - Siomay Ayam,6 October 2021,Gojek user since 21 April 2016
S**** D******,5.0,Good bggtttttttttttchhjvfd,Udang Keju - Mie Iblis lv 3 - Mie Iblis lv 4 - Siomay,5 February 2022,Gojek user since 4 March 2019
N****** Y**** R****,5.0,Good puasss sekali,Mie Gacoan lv 2 - Mie Gacoan lv 1,13 September 2023,Gojek user since 10 November 2020
N***,4.0,Gorengan udang kejunya uenak pol,Udang Keju - Mie Angel Super,8 June 2021,Gojek user since 9 December 2016
T*** N******,3.0,"Gorengannya Agak asin, Mienya terlalu banyak kecap jadinya manis banget",Mie Iblis lv 4 - Udang Rambutan - Pangsit,7 November 2022,Gojek user since 17 August 2018
Soedomo Henry Cahyono,1.0,Got my order wrong,Udang Keju - Mie Gacoan lv 1,7 November 2023,Gojek user since 27 February 2021
I*** P****,4.0,Greentea nya kurang manis,Mie Iblis lv 2 - Thai Green Tea,14 January 2023,Gojek user since 2 June 2019
nirmalasenastri,5.0,"HUH ENAKK BANGET PARAH, MURCE , RAMEE APALGI UDANG KEJU E MUANTEP WSSS ...",Udang Keju - Mie Iblis lv 2,4 March 2022,Gojek user since 26 May 2017
I** A*,2.0,"Halo, maaf sebelumnya. Saya sering mendapati helaian rambut panjang dalam makanan saya. Awalnya saya coba menerima saja, tetapi karena sudah terlalu sering, saya ingin memberi feedback. Ke depannya, semoga hal ini dapat disiasati. Terima kasih.",Mie Iblis lv 2 - Tuyul,14 April 2022,Gojek user since 17 January 2018
S******* P******,3.0,Hambar kabeh lur,Mie Iblis lv 3 - Udang Rambutan - Udang Keju,7 March 2022,Gojek user since 10 June 2017
I** V*******,3.0,Hambarrrr kurang sedeppp,Mie Gacoan lv 3 - Mie Gacoan lv 2 - Lumpia Udang,21 March 2024,Gojek user since 1 October 2022
N****,5.0,Hamnya ngga ada,Mie Setan Super Lv 1 - Siomay Ayam,5 July 2020,Gojek user since 27 August 2016
H*** P******,5.0,Harga Best. Paling enak Ketimbang Dari cabang yg lain. Pelayanan Cepet banget,Udang Rambutan - Es Gobak Sodor - Mie Hompimpa lv 2,4 July 2024,Gojek user since 30 August 2021
R*** R******,1.0,Harus nunggu 1 jam lebih br smpe. Bad service.,Gacoan Fest C,22 April 2024,Gojek user since 19 October 2015
kenan,5.0,Haucek enak banget,Mie Setan lv 1 - Mie Angel,15 July 2022,Gojek user since 18 March 2019
leo,5.0,I enjoy it very much,Mie Hompimpa lv 2 - Udang Rambutan,7 July 2023,Gojek user since 17 August 2015
I*** S*******,3.0,I got my meal without chopstick 😢,Mie Angel Super - Thai Tea Ori,21 December 2020,Gojek user since 29 November 2019
A***************,3.0,I waited very long,Mie Gacoan lv 0 - Mie Gacoan lv 1 - Udang Keju - Siomay - Thai Tea Ori,17 April 2024,Gojek user since 16 October 2018
B*** K********,5.0,IS THE BEST FOREVER,Pangsit Goreng - Es Sundel Bolong - Siomay Ayam - Mie Iblis Lv 3,4 June 2021,Gojek user since 28 May 2020
K****** W****,5.0,"Ini enak sih rasanya, nyesel baru pertama kali nyoba sekarang. ternyata lebih enak dibanding pesaing2 nya. tingkatkan kemasannya ya, biar lebih modern dan keren gak pakai sterofoam.",Udang Rambutan - Teh Tarik - Mie Setan LV 1 - Mie Iblis Lv 1,15 April 2021,Gojek user since 5 May 2016
S**********,2.0,Isi keripik pangsinya semakin lama semakin sedikit jadi kuang puas,Mie Iblis Lv 2 - Mie Iblis Lv 1 - Udang Keju - Lumpia Udang,17 October 2021,Gojek user since 23 February 2020
S*****,1.0,Its not for me i dont like it,MIE GACOAN - MIE GACOAN,17 December 2025,Gojek user since 24 August 2024
E*** L******,5.0,Jangan lama lama,Mie Iblis Lv 1,22 July 2021,Gojek user since 12 March 2019
Y****** R*********,5.0,Jangan pakai strereofoam,Mie Iblis lv 1 - Udang Rambutan - Siomay - Udang Keju,29 June 2022,Gojek user since 27 September 2020
Dicka Denni Setiawan,4.0,Jangan pelit sambel,Mie Gacoan lv 8 - Udang Rambutan - Lumpia Udang - Mie Hompimpa lv 8,27 May 2023,Gojek user since 14 October 2015
M Naufal Jaelani,5.0,Jangan pernah nyobak level 10,Mie Gacoan lv 8,21 June 2023,Gojek user since 11 August 2021
Indah Rosaliana,5.0,Joss gandoss dan enak terus,Mie Gacoan lv 1 - Mie Gacoan lv 4 - Udang Rambutan - Udang Keju,27 February 2023,Gojek user since 6 January 2021
O***,5.0,Jozzzz pedes nya ... Enakkk bangetzz... 👍👍 Pertahankan Selalu Porsi + Rasa nya ya ...🥰🥰🥰🥰🥰,Udang Keju - Lumpia Udang - Mie Iblis Lv 4,30 May 2020,Gojek user since 2 January 2017
Dhiza,1.0,KENAPA LANGGANAN SELALU SALAH LEVEL BISA GA SIH DI PERHATIKAN LAGI HERAN DEHH !!!!!!!,Mie Iblis lv 1 - Udang Keju,6 May 2022,Gojek user since 21 June 2017
Vivi Sumardjat,3.0,KEPEDESAN AMPE MENCREETT!!,Mie Gacoan lv 1 - Mie Gacoan lv 3 - Udang Rambutan - Udang Keju - Mie Gacoan lv 0,27 June 2023,Gojek user since 13 May 2023
mohammad diponegoro,5.0,KEREEEEENNN POKOKNYA,MIE GACOAN - MIE SUIT - UDANG RAMBUTAN - UDANG KEJU,28 March 2025,Gojek user since 17 March 2019
A********,1.0,KURANG TEPAT WAKTUU,MIE GACOAN LV 1 - MIE GACOAN LV 4 - MIE GACOAN LV 6,19 October 2024,Gojek user since 26 October 2019
R****** E**,5.0,"Kadang pedesnya ga sama, kadang bisa pedes banget kadang ga pedes",Mie Gacoan lv 1 - Udang Keju - Mie Gacoan lv 0 - Siomay - Es Gobak Sodor - Lumpia Udang,18 May 2023,Gojek user since 3 August 2018
